id,1997-1998,1998-2001,2001-2002,2002-2005,2005-2006,2006-2009,2009-2010,縣市,鄉鎮,1994藍代表,1994綠代表,1994藍得票,1994綠得票,1997藍代表,1997綠代表,1997藍得票,1997綠得票,1998藍代表,1998綠代表,1998藍得票,1998綠得票,2001藍代表,2001綠代表,2001藍得票,2001綠得票,2002藍代表,2002綠代表,2002藍得票,2002綠得票,2005藍代表,2005綠代表,2005藍得票,2005綠得票,2006藍代表,2006綠代表,2006藍得票,2006綠得票,2009藍代表,2009綠代表,2009藍得票,2009綠得票,2010藍代表,2010綠代表,2010藍得票,2010綠得票
10007230,57.666126418152,57.666126418152,56.688358640636,56.688358640636,51.847012112379,51.847012112379,49.54469667821,,彰化縣,芳苑鄉,,,,,5337,3918,阮剛猛,翁金珠,,,,,5488,4193,"葉金鳳 鄭秀珠",翁金珠,,,,,10316,9581,卓伯源,翁金珠,,,,,7726,7868,卓伯源,翁金珠,,,,
10007240,47.093996651519,47.093996651519,40.917661847894,40.917661847894,62.766292370658,62.766292370658,59.363751337679,,彰化縣,大城鄉,,,,,3938,4424,阮剛猛,翁金珠,,,,,3255,4700,"葉金鳳 鄭秀珠",翁金珠,,,,,5981,3548,卓伯源,翁金珠,,,,,6102,4177,卓伯源,翁金珠,,,,
10007250,32.915717539863,32.915717539863,35.212423889991,35.212423889991,50.535024820739,50.535024820739,47.819417050186,,彰化縣,竹塘鄉,,,,,4913,10013,阮剛猛,翁金珠,,,,,5147,9470,"葉金鳳 鄭秀珠",翁金珠,,,,,4581,4484,卓伯源,翁金珠,,,,,4364,4762,卓伯源,翁金珠,,,,
10008010,64.889148191365,64.889148191365,60.528579066038,60.528579066038,65.098465567938,65.098465567938,54.040130151844,,南投縣,南投市,,,,,22244,12036,"許惠祐 陳振盛",林宗男,,,,,26040,16981,"陳振盛 林明溱 張明雄",林宗男,,,,,26346,14125,李朝卿,蔡煌瑯,,,,,23916,20340,李朝卿,李文忠,,,,
10008020,52.177707588729,52.177707588729,56.391023295524,56.391023295524,57.687786165079,57.687786165079,54.458387499005,,南投縣,埔里鎮,,,,,12555,11507,"許惠祐 陳振盛",林宗男,,,,,18494,14302,"陳振盛 林明溱 張明雄",林宗男,,,,,18647,13677,李朝卿,蔡煌瑯,,,,,20527,17166,李朝卿,李文忠,,,,
10008030,49.862232474689,49.862232474689,46.916162446154,46.916162446154,64.599447128138,64.599447128138,58.591378263509,,南投縣,草屯鎮,,,,,15563,15649,"許惠祐 陳振盛",林宗男,,,,,18842,21319,"陳振盛 林明溱 張明雄",林宗男,,,,,23135,12678,李朝卿,蔡煌瑯,,,,,27020,19096,李朝卿,李文忠,,,,
10008040,46.358272596559,46.358272596559,56.582701557023,56.582701557023,55.922600889044,55.922600889044,50.862353070416,,南投縣,竹山鎮,,,,,9350,10819,"許惠祐 陳振盛",林宗男,,,,,13882,10652,"陳振盛 林明溱 張明雄",林宗男,,,,,12832,10114,李朝卿,蔡煌瑯,,,,,13890,13419,李朝卿,李文忠,,,,
10008050,58.843959315306,58.843959315306,66.329160530191,66.329160530191,55.274343122102,55.274343122102,53.632637853949,,南投縣,集集鎮,,,,,2372,1659,"許惠祐 陳振盛",林宗男,,,,,3603,1829,"陳振盛 林明溱 張明雄",林宗男,,,,,2861,2315,李朝卿,蔡煌瑯,,,,,2879,2489,李朝卿,李文忠,,,,
10008060,53.732995887377,53.732995887377,48.597147533318,48.597147533318,50.727994705493,50.727994705493,48.439474053624,,南投縣,名間鄉,,,,,6794,5850,"許惠祐 陳振盛",林宗男,,,,,8314,8794,"陳振盛 林明溱 張明雄",林宗男,,,,,9198,8934,李朝卿,蔡煌瑯,,,,,10352,11019,李朝卿,李文忠,,,,
10008070,56.439507655359,56.439507655359,56.556875229582,56.556875229582,54.883775534163,54.883775534163,56.386843397153,,南投縣,鹿谷鄉,,,,,3760,2902,"許惠祐 陳振盛",林宗男,,,,,4619,3548,"陳振盛 林明溱 張明雄",林宗男,,,,,4675,3843,李朝卿,蔡煌瑯,,,,,5743,4442,李朝卿,李文忠,,,,
10008080,46.294239009681,46.294239009681,48.960543063216,48.960543063216,54.721615720524,54.721615720524,57.465412285556,,南投縣,中寮鄉,,,,,2917,3384,"許惠祐 陳振盛",林宗男,,,,,3462,3609,"陳振盛 林明溱 張明雄",林宗男,,,,,4010,3318,李朝卿,蔡煌瑯,,,,,5192,3843,李朝卿,李文忠,,,,
10008090,47.282051282051,47.282051282051,49.487216524628,49.487216524628,51.346153846154,51.346153846154,54.367699339766,,南投縣,魚池鄉,,,,,2766,3084,"許惠祐 陳振盛",林宗男,,,,,3426,3497,"陳振盛 林明溱 張明雄",林宗男,,,,,3738,3542,李朝卿,蔡煌瑯,,,,,4282,3594,李朝卿,李文忠,,,,
10008100,61.926298157454,61.926298157454,58.214861497875,58.214861497875,55.874092009685,55.874092009685,61.160665124986,,南投縣,國姓鄉,,,,,3697,2273,"許惠祐 陳振盛",林宗男,,,,,3972,2851,"陳振盛 林明溱 張明雄",林宗男,,,,,5769,4556,李朝卿,蔡煌瑯,,,,,5554,3527,李朝卿,李文忠,,,,
10008110,43.379587602127,43.379587602127,54.620893486416,54.620893486416,56.258064516129,56.258064516129,59.462805981522,,南投縣,水里鄉,,,,,3345,4366,"許惠祐 陳振盛",林宗男,,,,,4805,3992,"陳振盛 林明溱 張明雄",林宗男,,,,,5232,4068,李朝卿,蔡煌瑯,,,,,6243,4256,李朝卿,李文忠,,,,
10008120,62.430588608599,62.430588608599,65.682485701036,65.682485701036,74.901554404145,74.901554404145,69.323050556984,,南投縣,信義鄉,,,,,3935,2368,"許惠祐 陳振盛",林宗男,,,,,4249,2220,"陳振盛 林明溱 張明雄",林宗男,,,,,3614,1211,李朝卿,蔡煌瑯,,,,,5663,2506,李朝卿,李文忠,,,,
10008130,82.501104728237,82.501104728237,83.038927052666,83.038927052666,80.794248545019,80.794248545019,81.100342075257,,南投縣,仁愛鄉,,,,,3734,792,"許惠祐 陳振盛",林宗男,,,,,5077,1037,"陳振盛 林明溱 張明雄",林宗男,,,,,4720,1122,李朝卿,蔡煌瑯,,,,,5690,1326,李朝卿,李文忠,,,,
10009010,47.420975846977,47.420975846977,60.083132503482,60.083132503482,52.917899031107,52.917899031107,45.668815051207,,雲林縣,斗六市,,,,,14627,16218,蘇文雄,廖大林,,,,,27175,18054,張榮味,林樹山,,,,,25943,23082,許舒博,蘇治芬,,,,,21895,26048,吳威志,蘇治芬,,,,
10009020,58.867177838239,58.867177838239,58.537777777778,58.537777777778,46.480384582368,46.480384582368,35.296220176928,,雲林縣,斗南鎮,,,,,9520,6652,蘇文雄,廖大林,,,,,13171,9329,張榮味,林樹山,,,,,10829,12469,許舒博,蘇治芬,,,,,7900,14482,吳威志,蘇治芬,,,,
10009030,63.295066708036,63.295066708036,67.92724111412,67.92724111412,52.369295331352,52.369295331352,39.114468892033,,雲林縣,虎尾鎮,,,,,14280,8281,蘇文雄,廖大林,,,,,20315,9592,張榮味,林樹山,,,,,17970,16344,許舒博,蘇治芬,,,,,12995,20228,吳威志,蘇治芬,,,,
10009040,35.44976300849,35.44976300849,56.024707292339,56.024707292339,38.239980389754,38.239980389754,29.674525997957,,雲林縣,西螺鎮,,,,,6806,12393,蘇文雄,廖大林,,,,,12154,9540,張榮味,林樹山,,,,,9360,15117,許舒博,蘇治芬,,,,,6683,15838,吳威志,蘇治芬,,,,
10009050,53.821281599059,53.821281599059,70.064905264538,70.064905264538,46.531695984069,46.531695984069,32.098054275474,,雲林縣,土庫鎮,,,,,3662,3142,蘇文雄,廖大林,,,,,10687,4566,張榮味,林樹山,,,,,7010,8055,許舒博,蘇治芬,,,,,5015,10609,吳威志,蘇治芬,,,,
10009060,45.979994935427,45.979994935427,56.753966018962,56.753966018962,30.972961464765,30.972961464765,27.443357018367,,雲林縣,北港鎮,,,,,7263,8533,蘇文雄,廖大林,,,,,12092,9214,張榮味,林樹山,,,,,7274,16211,許舒博,蘇治芬,,,,,6141,16236,吳威志,蘇治芬,,,,
10009070,55.780139010945,55.780139010945,61.531290059434,61.531290059434,45.304402300814,45.304402300814,36.192345436703,,雲林縣,古坑鄉,,,,,6982,5535,蘇文雄,廖大林,,,,,10560,6602,張榮味,林樹山,,,,,7955,9604,許舒博,蘇治芬,,,,,5532,9753,吳威志,蘇治芬,,,,
10009080,60.025579081995,60.025579081995,56.795370286644,56.795370286644,44.684759916493,44.684759916493,30.718667835232,,雲林縣,大埤鄉,,,,,4224,2813,蘇文雄,廖大林,,,,,6281,4778,張榮味,林樹山,,,,,5351,6624,許舒博,蘇治芬,,,,,3505,7905,吳威志,蘇治芬,,,,
10009090,42.572680207089,42.572680207089,56.930269309278,56.930269309278,41.976581932901,41.976581932901,31.797558949454,,雲林縣,莿桐鄉,,,,,4276,5768,蘇文雄,廖大林,,,,,8646,6541,張榮味,林樹山,,,,,6919,9564,許舒博,蘇治芬,,,,,4976,10673,吳威志,蘇治芬,,,,
10009100,56.864508393285,56.864508393285,47.176046465051,47.176046465051,41.81717143651,41.81717143651,37.287653032172,,雲林縣,林內鄉,,,,,3794,2878,蘇文雄,廖大林,,,,,4711,5275,張榮味,林樹山,,,,,4515,6282,許舒博,蘇治芬,,,,,3929,6608,吳威志,蘇治芬,,,,
10009110,53.273278630039,53.273278630039,59.364197112452,59.364197112452,36.449638286032,36.449638286032,24.652009886822,,雲林縣,二崙鄉,,,,,5973,5239,蘇文雄,廖大林,,,,,8758,5995,張榮味,林樹山,,,,,5895,10278,許舒博,蘇治芬,,,,,3790,11584,吳威志,蘇治芬,,,,
10009120,65.797403801576,65.797403801576,65.300401545572,65.300401545572,48.264106310443,48.264106310443,32.225360272286,,雲林縣,崙背鄉,,,,,5677,2951,蘇文雄,廖大林,,,,,8619,4580,張榮味,林樹山,,,,,6937,7436,許舒博,蘇治芬,,,,,4450,9359,吳威志,蘇治芬,,,,
10009130,65.536981909778,65.536981909778,62.663547986258,62.663547986258,51.824452108132,51.824452108132,40.093377696683,,雲林縣,麥寮鄉,,,,,5724,3010,蘇文雄,廖大林,,,,,8573,5108,張榮味,林樹山,,,,,9317,8661,許舒博,蘇治芬,,,,,7471,11163,吳威志,蘇治芬,,,,
10009140,57.749737118822,57.749737118822,74.323511725797,74.323511725797,48.29887320862,48.29887320862,35.17101710171,,雲林縣,東勢鄉,,,,,2746,2009,蘇文雄,廖大林,,,,,6180,2135,張榮味,林樹山,,,,,4415,4726,許舒博,蘇治芬,,,,,3126,5762,吳威志,蘇治芬,,,,
10009150,60.957910014514,60.957910014514,68.591957993644,68.591957993644,50.935121888301,50.935121888301,33.563218390805,,雲林縣,褒忠鄉,,,,,2520,1614,蘇文雄,廖大林,,,,,4964,2273,張榮味,林樹山,,,,,3949,3804,許舒博,蘇治芬,,,,,2628,5202,吳威志,蘇治芬,,,,
10009160,73.344477304873,73.344477304873,66.199692282776,66.199692282776,61.332597599669,61.332597599669,43.862300587741,,雲林縣,臺西鄉,,,,,5704,2073,蘇文雄,廖大林,,,,,8175,4174,張榮味,林樹山,,,,,8892,5606,許舒博,蘇治芬,,,,,5224,6686,吳威志,蘇治芬,,,,
10009170,62.640725762378,62.640725762378,63.175819497659,63.175819497659,46.427655207799,46.427655207799,30.763716929493,,雲林縣,元長鄉,,,,,5731,3418,蘇文雄,廖大林,,,,,8904,5190,張榮味,林樹山,,,,,7239,8353,許舒博,蘇治芬,,,,,4721,10625,吳威志,蘇治芬,,,,
10009180,52.405192160855,52.405192160855,66.627368421053,66.627368421053,45.54541503694,45.54541503694,32.12238705327,,雲林縣,四湖鄉,,,,,4118,3740,蘇文雄,廖大林,,,,,7912,3963,張榮味,林樹山,,,,,6288,7518,許舒博,蘇治芬,,,,,3811,8053,吳威志,蘇治芬,,,,
10009190,63.163213744315,63.163213744315,66.481204080177,66.481204080177,36.234363936748,36.234363936748,26.684797028389,,雲林縣,口湖鄉,,,,,6250,3645,蘇文雄,廖大林,,,,,9320,4699,張榮味,林樹山,,,,,6141,10807,許舒博,蘇治芬,,,,,4023,11053,吳威志,蘇治芬,,,,
10009200,54.521118381916,54.521118381916,54.733025708635,54.733025708635,34.016850452236,34.016850452236,24.937919046437,,雲林縣,水林鄉,,,,,5499,4587,蘇文雄,廖大林,,,,,8303,6867,張榮味,林樹山,,,,,5491,10651,許舒博,蘇治芬,,,,,4017,12091,吳威志,蘇治芬,,,,
10010010,65.195729537367,65.195729537367,46.345185411262,46.345185411262,36.603204734521,36.603204734521,39.998761456527,,嘉義縣,太保市,,,,,8244,4401,李雅景,何嘉榮,,,,,6074,7032,翁重鈞,陳明文,,,,,6556,11355,陳明振,陳明文,,,,,6459,9689,翁重鈞,張花冠,,,,
10010110,67.596219123714,67.596219123714,42.40043644299,42.40043644299,33.676426501449,33.676426501449,45.494567253653,,嘉義縣,鹿草鄉,,,,,12944,6205,李雅景,何嘉榮,,,,,7772,10558,翁重鈞,陳明文,,,,,3370,6637,陳明振,陳明文,,,,,4857,5819,翁重鈞,張花冠,,,,
10010120,55.91557119052,55.91557119052,53.975503425368,53.975503425368,42.386162568158,42.386162568158,45.612864716829,,嘉義縣,水上鄉,,,,,9060,7143,李雅景,何嘉榮,,,,,7800,6651,翁重鈞,陳明文,,,,,11738,15955,陳明振,陳明文,,,,,12991,15490,翁重鈞,張花冠,,,,
10010050,45.580962355269,45.580962355269,50.699854328963,50.699854328963,39.30863055668,39.30863055668,39.190667152752,,嘉義縣,民雄鄉,,,,,7834,9353,李雅景,何嘉榮,,,,,8005,7784,翁重鈞,陳明文,,,,,13600,20998,陳明振,陳明文,,,,,15050,23352,翁重鈞,張花冠,,,,
10010070,31.636114554113,31.636114554113,47.002406445088,47.002406445088,30.959752321981,30.959752321981,32.096283696717,,嘉義縣,新港鄉,,,,,9699,20959,李雅景,何嘉榮,,,,,13477,15196,翁重鈞,陳明文,,,,,5400,12042,陳明振,陳明文,,,,,6227,13174,翁重鈞,張花冠,,,,
10010040,37.597940452205,37.597940452205,36.495606774481,36.495606774481,39.454716389846,39.454716389846,41.470252310248,,嘉義縣,大林鎮,,,,,3359,5575,李雅景,何嘉榮,,,,,2866,4987,翁重鈞,陳明文,,,,,7554,11592,陳明振,陳明文,,,,,7988,11274,翁重鈞,張花冠,,,,
10010060,40.314738996929,40.314738996929,37.191411986852,37.191411986852,27.855059457034,27.855059457034,26.99525675397,,嘉義縣,溪口鄉,,,,,6302,9330,李雅景,何嘉榮,,,,,5318,8981,翁重鈞,陳明文,,,,,2483,6431,陳明振,陳明文,,,,,2618,7080,翁重鈞,張花冠,,,,
10010150,67.975498664991,67.975498664991,45.547493403694,45.547493403694,30.555555555556,30.555555555556,44.872582130795,,嘉義縣,梅山鄉,,,,,8656,4078,李雅景,何嘉榮,,,,,5524,6604,翁重鈞,陳明文,,,,,3542,8050,陳明振,陳明文,,,,,5846,7182,翁重鈞,張花冠,,,,
10010020,63.346178548491,63.346178548491,56.970998925886,56.970998925886,37.26152287692,37.26152287692,42.975639218844,,嘉義縣,朴子市,,,,,9863,5707,李雅景,何嘉榮,,,,,7956,6009,翁重鈞,陳明文,,,,,8828,14864,陳明振,陳明文,,,,,10673,14162,翁重鈞,張花冠,,,,
10010080,54.190902311708,54.190902311708,59.877768076831,59.877768076831,31.438431985414,31.438431985414,41.173340428362,,嘉義縣,六腳鄉,,,,,7267,6143,李雅景,何嘉榮,,,,,7544,5055,翁重鈞,陳明文,,,,,4828,10529,陳明振,陳明文,,,,,6190,8844,翁重鈞,張花冠,,,,
10010090,64.58398744113,64.58398744113,50.207773160596,50.207773160596,42.491729678639,42.491729678639,49.490662139219,,嘉義縣,東石鄉,,,,,6171,3384,李雅景,何嘉榮,,,,,4108,4074,翁重鈞,陳明文,,,,,7193,9735,陳明振,陳明文,,,,,8162,8330,翁重鈞,張花冠,,,,
10010030,57.887732881684,57.887732881684,52.57927508144,52.57927508144,41.704877032097,41.704877032097,47.128546703729,,嘉義縣,布袋鎮,,,,,14355,10443,李雅景,何嘉榮,,,,,12751,11500,翁重鈞,陳明文,,,,,8004,11188,陳明振,陳明文,,,,,8986,10081,翁重鈞,張花冠,,,,
10010100,52.49556625285,52.49556625285,45.827939858608,45.827939858608,35.290823825856,35.290823825856,50.132721142119,,嘉義縣,義竹鄉,,,,,10360,9375,李雅景,何嘉榮,,,,,9205,10881,翁重鈞,陳明文,,,,,5042,9245,陳明振,陳明文,,,,,6988,6951,翁重鈞,張花冠,,,,
10010130,54.712455710003,54.712455710003,47.606927460853,47.606927460853,37.917574064182,37.917574064182,42.548184670551,,嘉義縣,中埔鄉,,,,,10037,8308,李雅景,何嘉榮,,,,,8604,9469,翁重鈞,陳明文,,,,,9228,15109,陳明振,陳明文,,,,,11391,15381,翁重鈞,張花冠,,,,
10010140,45.957408410034,45.957408410034,45.680918830229,45.680918830229,34.949464625238,34.949464625238,37.044977248862,,嘉義縣,竹崎鄉,,,,,5093,5989,李雅景,何嘉榮,,,,,4733,5628,翁重鈞,陳明文,,,,,6985,13001,陳明振,陳明文,,,,,8467,14389,翁重鈞,張花冠,,,,
10010160,61.464968152866,61.464968152866,42.318409808657,42.318409808657,36.940882076947,36.940882076947,39.885524928453,,嘉義縣,番路鄉,,,,,3474,2178,李雅景,何嘉榮,,,,,2278,3105,翁重鈞,陳明文,,,,,2362,4032,陳明振,陳明文,,,,,2648,3991,翁重鈞,張花冠,,,,
10010170,67.229518449031,67.229518449031,56.368221941992,56.368221941992,46.523830345431,46.523830345431,57.520176082172,,嘉義縣,大埔鄉,,,,,1075,524,李雅景,何嘉榮,,,,,894,692,翁重鈞,陳明文,,,,,1064,1223,陳明振,陳明文,,,,,1568,1158,翁重鈞,張花冠,,,,
10010180,85.425685425685,85.425685425685,78.392156862745,78.392156862745,48.709122203098,48.709122203098,65.40350877193,,嘉義縣,阿里山鄉,,,,,2368,404,李雅景,何嘉榮,,,,,1999,551,翁重鈞,陳明文,,,,,1415,1490,陳明振,陳明文,,,,,1864,986,翁重鈞,張花冠,,,,
67000010,30.685758699031,30.685758699031,51.839853300733,51.839853300733,56.076887714056,56.076887714056,56.076887714056,,臺南縣,新營市,,,,,10265,23187,洪玉欽,陳唐山,,,,,16962,15758,吳清基,蘇煥智,,,,,19517,15287,郭添財,蘇煥智,,,,,,,,,18988,22084,郭添財,賴清德
67000020,19.131390874107,19.131390874107,44.994201778121,44.994201778121,42.129287776062,42.129287776062,42.129287776062,,臺南縣,鹽水鎮,,,,,2784,11768,洪玉欽,陳唐山,,,,,5820,7115,吳清基,蘇煥智,,,,,6276,8621,郭添財,蘇煥智,,,,,,,,,5472,10622,郭添財,賴清德
67000030,32.096674007567,32.096674007567,40.383303355455,40.383303355455,44.209078404402,44.209078404402,44.209078404402,,臺南縣,白河鎮,,,,,5684,12025,洪玉欽,陳唐山,,,,,6511,9612,吳清基,蘇煥智,,,,,6428,8112,郭添財,蘇煥智,,,,,,,,,6113,11065,郭添財,賴清德
67000040,26.385311954806,26.385311954806,39.263803680982,39.263803680982,48.606736127938,48.606736127938,48.606736127938,,臺南縣,柳營鄉,,,,,3176,8861,洪玉欽,陳唐山,,,,,4672,7227,吳清基,蘇煥智,,,,,6018,6363,郭添財,蘇煥智,,,,,,,,,5289,8493,郭添財,賴清德
67000050,23.463687150838,23.463687150838,39.692673149729,39.692673149729,42.530535546508,42.530535546508,42.530535546508,,臺南縣,後壁鄉,,,,,3486,11371,洪玉欽,陳唐山,,,,,5347,8124,吳清基,蘇煥智,,,,,5432,7340,郭添財,蘇煥智,,,,,,,,,5086,9997,郭添財,賴清德
67000060,33.63691038749,33.63691038749,45.409850719585,45.409850719585,47.590953785644,47.590953785644,47.590953785644,,臺南縣,東山鄉,,,,,3915,7724,洪玉欽,陳唐山,,,,,5080,6107,吳清基,蘇煥智,,,,,5324,5863,郭添財,蘇煥智,,,,,,,,,5551,7388,郭添財,賴清德
67000070,28.909673070442,28.909673070442,34.626213388242,34.626213388242,37.005649717514,37.005649717514,37.005649717514,,臺南縣,麻豆鎮,,,,,6862,16874,洪玉欽,陳唐山,,,,,8240,15557,吳清基,蘇煥智,,,,,7860,13380,郭添財,蘇煥智,,,,,,,,,7257,18562,郭添財,賴清德
67000080,44.925464570145,44.925464570145,44.279661016949,44.279661016949,50.859032420387,50.859032420387,50.859032420387,,臺南縣,下營鄉,,,,,6600,8091,洪玉欽,陳唐山,,,,,6061,7627,吳清基,蘇煥智,,,,,7075,6836,郭添財,蘇煥智,,,,,,,,,5669,9485,郭添財,賴清德
67000090,27.180899908173,27.180899908173,39.116146328807,39.116146328807,48.396476524416,48.396476524416,48.396476524416,,臺南縣,六甲鄉,,,,,3256,8723,洪玉欽,陳唐山,,,,,4523,7040,吳清基,蘇煥智,,,,,5659,6034,郭添財,蘇煥智,,,,,,,,,4608,8844,郭添財,賴清德
67000100,34.37810122395,34.37810122395,37.302121926575,37.302121926575,43.158509130326,43.158509130326,43.158509130326,,臺南縣,官田鄉,,,,,4157,7935,洪玉欽,陳唐山,,,,,4430,7446,吳清基,蘇煥智,,,,,5176,6817,郭添財,蘇煥智,,,,,,,,,4274,8899,郭添財,賴清德
67000110,32.930086410055,32.930086410055,42.871812425124,42.871812425124,41.024096385542,41.024096385542,41.024096385542,,臺南縣,大內鄉,,,,,2096,4269,洪玉欽,陳唐山,,,,,2505,3338,吳清基,蘇煥智,,,,,2724,3916,郭添財,蘇煥智,,,,,,,,,2455,4764,郭添財,賴清德
67000120,31.270627062706,31.270627062706,48.782369146006,48.782369146006,48.28402811713,48.28402811713,48.28402811713,,臺南縣,佳里鎮,,,,,7959,17493,洪玉欽,陳唐山,,,,,13281,13944,吳清基,蘇煥智,,,,,12845,13758,郭添財,蘇煥智,,,,,,,,,11919,21154,郭添財,賴清德
67000130,30.780061954379,30.780061954379,48.160724391624,48.160724391624,43.88263391334,43.88263391334,43.88263391334,,臺南縣,學甲鎮,,,,,4372,9832,洪玉欽,陳唐山,,,,,6808,7328,吳清基,蘇煥智,,,,,6431,8224,郭添財,蘇煥智,,,,,,,,,5196,10835,郭添財,賴清德
67000140,29.474212154142,29.474212154142,42.5712935245,42.5712935245,43.399065494575,43.399065494575,43.399065494575,,臺南縣,西港鄉,,,,,3526,8437,洪玉欽,陳唐山,,,,,5404,7290,吳清基,蘇煥智,,,,,5480,7147,郭添財,蘇煥智,,,,,,,,,4787,10175,郭添財,賴清德
67000150,45.547412835887,45.547412835887,46.379126730564,46.379126730564,45.31561461794,45.31561461794,45.31561461794,,臺南縣,七股鄉,,,,,6153,7356,洪玉欽,陳唐山,,,,,6097,7049,吳清基,蘇煥智,,,,,5456,6584,郭添財,蘇煥智,,,,,,,,,4393,10889,郭添財,賴清德
67000160,34.184114898771,34.184114898771,45.335302293259,45.335302293259,42.402926280248,42.402926280248,42.402926280248,,臺南縣,將軍鄉,,,,,3951,7607,洪玉欽,陳唐山,,,,,5219,6293,吳清基,蘇煥智,,,,,4521,6141,郭添財,蘇煥智,,,,,,,,,4074,8808,郭添財,賴清德
67000170,51.958410482837,51.958410482837,52.886836027714,52.886836027714,45.945174186179,45.945174186179,45.945174186179,,臺南縣,北門鄉,,,,,3648,3373,洪玉欽,陳唐山,,,,,3435,3060,吳清基,蘇煥智,,,,,3218,3786,郭添財,蘇煥智,,,,,,,,,2536,5113,郭添財,賴清德
67000180,43.100358422939,43.100358422939,53.044463324837,53.044463324837,51.919803291091,51.919803291091,51.919803291091,,臺南縣,新化鎮,,,,,8658,11430,洪玉欽,陳唐山,,,,,11238,9948,吳清基,蘇煥智,,,,,10980,10168,郭添財,蘇煥智,,,,,,,,,10100,14527,郭添財,賴清德
67000190,29.62830775506,29.62830775506,41.579926585206,41.579926585206,43.993867761238,43.993867761238,43.993867761238,,臺南縣,善化鎮,,,,,5811,13802,洪玉欽,陳唐山,,,,,8269,11618,吳清基,蘇煥智,,,,,8896,11325,郭添財,蘇煥智,,,,,,,,,9156,15309,郭添財,賴清德
67000200,27.003232684504,27.003232684504,43.807470353225,43.807470353225,45.985737290085,45.985737290085,45.985737290085,,臺南縣,新市鄉,,,,,3926,10613,洪玉欽,陳唐山,,,,,6908,8861,吳清基,蘇煥智,,,,,7996,9392,郭添財,蘇煥智,,,,,,,,,7180,12401,郭添財,賴清德
67000210,24.71477567019,24.71477567019,44.138166894665,44.138166894665,46.916719643992,46.916719643992,46.916719643992,,臺南縣,安定鄉,,,,,3531,10756,洪玉欽,陳唐山,,,,,6453,8167,吳清基,蘇煥智,,,,,6642,7515,郭添財,蘇煥智,,,,,,,,,6025,11592,郭添財,賴清德
67000220,38.675109595714,38.675109595714,45.886154610987,45.886154610987,45.910599258247,45.910599258247,45.910599258247,,臺南縣,山上鄉,,,,,1588,2518,洪玉欽,陳唐山,,,,,1846,2177,吳清基,蘇煥智,,,,,2352,2771,郭添財,蘇煥智,,,,,,,,,1808,2937,郭添財,賴清德
67000230,45.104853205512,45.104853205512,54.853245646085,54.853245646085,54.194717762817,54.194717762817,54.194717762817,,臺南縣,玉井鄉,,,,,3764,4581,洪玉欽,陳唐山,,,,,4504,3707,吳清基,蘇煥智,,,,,4186,3538,郭添財,蘇煥智,,,,,,,,,4305,4784,郭添財,賴清德
67000240,41.59803749781,41.59803749781,63.773011315656,63.773011315656,56.777529346003,56.777529346003,56.777529346003,,臺南縣,楠西鄉,,,,,2374,3333,洪玉欽,陳唐山,,,,,3776,2145,吳清基,蘇煥智,,,,,4063,3093,郭添財,蘇煥智,,,,,,,,,3127,3351,郭添財,賴清德
67000250,43.143527404564,43.143527404564,59.508061182307,59.508061182307,56.709956709957,56.709956709957,56.709956709957,,臺南縣,南化鄉,,,,,2023,2666,洪玉欽,陳唐山,,,,,2879,1959,吳清基,蘇煥智,,,,,3013,2300,郭添財,蘇煥智,,,,,,,,,2662,3426,郭添財,賴清德
67000260,43.063167003173,43.063167003173,50.98814229249,50.98814229249,46.454326923077,46.454326923077,46.454326923077,,臺南縣,左鎮鄉,,,,,1493,1974,洪玉欽,陳唐山,,,,,1677,1612,吳清基,蘇煥智,,,,,1546,1782,郭添財,蘇煥智,,,,,,,,,1207,2169,郭添財,賴清德
67000270,41.368779065732,41.368779065732,47.587890625,47.587890625,48.638771022393,48.638771022393,48.638771022393,,臺南縣,仁德鄉,,,,,11920,16894,洪玉欽,陳唐山,,,,,14619,16101,吳清基,蘇煥智,,,,,15704,16583,郭添財,蘇煥智,,,,,,,,,16037,24241,郭添財,賴清德
67000280,34.334602193495,34.334602193495,44.696749854904,44.696749854904,48.411502795353,48.411502795353,48.411502795353,,臺南縣,歸仁鄉,,,,,9110,17423,洪玉欽,陳唐山,,,,,12322,15246,吳清基,蘇煥智,,,,,14461,15410,郭添財,蘇煥智,,,,,,,,,13884,23104,郭添財,賴清德
67000290,36.949868073879,36.949868073879,46.335294724889,46.335294724889,60.477331837422,60.477331837422,60.477331837422,,臺南縣,關廟鄉,,,,,7002,11948,洪玉欽,陳唐山,,,,,8977,10397,吳清基,蘇煥智,,,,,11859,7750,郭添財,蘇煥智,,,,,,,,,10443,12299,郭添財,賴清德
67000300,43.818897637795,43.818897637795,50.483558994197,50.483558994197,47.066128531512,47.066128531512,47.066128531512,,臺南縣,龍崎鄉,,,,,1113,1427,洪玉欽,陳唐山,,,,,1305,1280,吳清基,蘇煥智,,,,,1516,1705,郭添財,蘇煥智,,,,,,,,,1067,1984,郭添財,賴清德
67000310,37.975497874245,37.975497874245,50.332908859378,50.332908859378,51.331510179277,51.331510179277,51.331510179277,,臺南縣,永康市,,,,,27154,44350,洪玉欽,陳唐山,,,,,41502,40953,吳清基,蘇煥智,,,,,42233,40042,郭添財,蘇煥智,,,,,,,,,47630,62893,郭添財,賴清德
