村里,當選人,落選人,偏藍比率,藍得票數,綠得票數,COUNTY_ID,TOWN_ID,VILLAGE_ID,OBJECT_ID
新竹縣竹東鎮瑞峰里,邱鏡淳,彭紹瑾,0.57512953367876,111,82,10004,10004020,002,944
新竹縣竹東鎮軟橋里,邱鏡淳,彭紹瑾,0.56846473029046,137,104,10004,10004020,003,950
新竹縣竹東鎮員崠里,邱鏡淳,彭紹瑾,0.65094339622642,690,370,10004,10004020,004,961
新竹縣竹東鎮上舘里,邱鏡淳,彭紹瑾,0.66232771822358,2595,1323,10004,10004020,006,963
新竹縣竹東鎮東寧里,邱鏡淳,彭紹瑾,0.67067003792668,1061,521,10004,10004020,005,962
新竹縣竹東鎮中正里,邱鏡淳,彭紹瑾,0.55626326963907,524,418,10004,10004020,021,966
新竹縣竹東鎮大鄉里,邱鏡淳,彭紹瑾,0.62429378531073,1326,798,10004,10004020,007,964
新竹縣竹東鎮中山里,邱鏡淳,彭紹瑾,0.604898828541,568,371,10004,10004020,020,965
新竹縣竹東鎮南華里,邱鏡淳,彭紹瑾,0.59590316573557,320,217,10004,10004020,022,969
新竹縣竹東鎮東華里,邱鏡淳,彭紹瑾,0.64814814814815,280,152,10004,10004020,008,971
新竹縣竹東鎮商華里,邱鏡淳,彭紹瑾,0.68805970149254,922,418,10004,10004020,009,972
新竹縣竹東鎮鷄林里,邱鏡淳,彭紹瑾,0.71383647798742,1362,546,10004,10004020,012,889
新竹縣竹東鎮仁愛里,邱鏡淳,彭紹瑾,0.67251095804634,1074,523,10004,10004020,013,897
新竹縣竹東鎮竹東里,邱鏡淳,彭紹瑾,0.6,513,342,10004,10004020,010,891
新竹縣竹東鎮忠孝里,邱鏡淳,彭紹瑾,0.64583333333333,527,289,10004,10004020,024,895
新竹縣竹東鎮榮樂里,邱鏡淳,彭紹瑾,0.68074534161491,548,257,10004,10004020,011,892
新竹縣竹東鎮榮華里,邱鏡淳,彭紹瑾,0.66625501698055,2158,1081,10004,10004020,023,901
新竹縣竹東鎮五豐里,邱鏡淳,彭紹瑾,0.67297650130548,2062,1002,10004,10004020,014,905
新竹縣竹東鎮陸豐里,邱鏡淳,彭紹瑾,0.6426116838488,187,104,10004,10004020,025,1055
新竹縣竹東鎮三重里,邱鏡淳,彭紹瑾,0.59841926985322,1590,1067,10004,10004020,015,1052
新竹縣竹東鎮二重里,邱鏡淳,彭紹瑾,0.58662994491738,2343,1651,10004,10004020,019,1065
新竹縣竹東鎮頭重里,邱鏡淳,彭紹瑾,0.57779980178394,1166,852,10004,10004020,016,1064
新竹縣竹東鎮員山里,邱鏡淳,彭紹瑾,0.54863813229572,564,464,10004,10004020,017,1075
新竹縣竹東鎮柯湖里,彭紹瑾,邱鏡淳,0.48205128205128,188,202,10004,10004020,018,1058
新竹縣新埔鎮新埔里,彭紹瑾,邱鏡淳,0.43537414965986,192,249,10004,10004030,008,997
新竹縣新埔鎮新生里,彭紹瑾,邱鏡淳,0.44516129032258,138,172,10004,10004030,009,995
新竹縣新埔鎮新民里,邱鏡淳,彭紹瑾,0.53953488372093,232,198,10004,10004030,010,998
新竹縣新埔鎮田新里,邱鏡淳,彭紹瑾,0.53584229390681,598,518,10004,10004030,007,999
新竹縣新埔鎮旱坑里,邱鏡淳,彭紹瑾,0.51970802919708,356,329,10004,10004030,006,1034
新竹縣新埔鎮五埔里,彭紹瑾,邱鏡淳,0.45702005730659,319,379,10004,10004030,004,1000
新竹縣新埔鎮四座里,彭紹瑾,邱鏡淳,0.40730530668504,591,860,10004,10004030,005,1035
新竹縣新埔鎮照門里,彭紹瑾,邱鏡淳,0.35684647302905,258,465,10004,10004030,016,1018
新竹縣新埔鎮清水里,彭紹瑾,邱鏡淳,0.32584269662921,87,180,10004,10004030,017,1023
新竹縣新埔鎮鹿鳴里,彭紹瑾,邱鏡淳,0.30046948356808,128,298,10004,10004030,018,1010
新竹縣新埔鎮新北里,彭紹瑾,邱鏡淳,0.30882352941176,105,235,10004,10004030,019,1014
新竹縣新埔鎮巨埔里,彭紹瑾,邱鏡淳,0.35135135135135,195,360,10004,10004030,015,1032
新竹縣新埔鎮內立里,彭紹瑾,邱鏡淳,0.31715771230503,183,394,10004,10004030,001,1085
新竹縣新埔鎮寶石里,彭紹瑾,邱鏡淳,0.39353099730458,146,225,10004,10004030,002,1089
新竹縣新埔鎮文山里,邱鏡淳,彭紹瑾,0.51851851851852,826,767,10004,10004030,003,1006
新竹縣新埔鎮上寮里,彭紹瑾,邱鏡淳,0.44772447724477,364,449,10004,10004030,011,1045
新竹縣新埔鎮下寮里,彭紹瑾,邱鏡淳,0.49848024316109,492,495,10004,10004030,012,1044
新竹縣新埔鎮南平里,彭紹瑾,邱鏡淳,0.31898238747554,163,348,10004,10004030,013,1008
新竹縣新埔鎮北平里,彭紹瑾,邱鏡淳,0.37414965986395,110,184,10004,10004030,014,1011
新竹縣關西鎮東興里,邱鏡淳,彭紹瑾,0.58214285714286,163,117,10004,10004040,001,1067
新竹縣關西鎮西安里,邱鏡淳,彭紹瑾,0.56803995006242,455,346,10004,10004040,002,1071
新竹縣關西鎮南雄里,彭紹瑾,邱鏡淳,0.4869109947644,186,196,10004,10004040,003,1066
新竹縣關西鎮北斗里,彭紹瑾,邱鏡淳,0.47704367301232,852,934,10004,10004040,004,1077
新竹縣關西鎮北山里,彭紹瑾,邱鏡淳,0.38082191780822,139,226,10004,10004040,006,1087
新竹縣關西鎮仁安里,彭紹瑾,邱鏡淳,0.44253859348199,258,325,10004,10004040,005,993
新竹縣關西鎮南山里,邱鏡淳,彭紹瑾,0.50671785028791,264,257,10004,10004040,007,1073
新竹縣關西鎮東安里,邱鏡淳,彭紹瑾,0.54694681549573,833,690,10004,10004040,008,1081
新竹縣關西鎮東山里,彭紹瑾,邱鏡淳,0.37530864197531,152,253,10004,10004040,019,1078
新竹縣關西鎮東光里,彭紹瑾,邱鏡淳,0.40036231884058,221,331,10004,10004040,009,1062
新竹縣關西鎮南新里,彭紹瑾,邱鏡淳,0.49455337690632,227,232,10004,10004040,020,1060
新竹縣關西鎮新富里,彭紹瑾,邱鏡淳,0.35016835016835,104,193,10004,10004040,010,1053
新竹縣關西鎮玉山里,彭紹瑾,邱鏡淳,0.41125541125541,95,136,10004,10004040,013,1050
新竹縣關西鎮金山里,邱鏡淳,彭紹瑾,0.5515873015873,139,113,10004,10004040,011,1063
新竹縣關西鎮錦山里,彭紹瑾,邱鏡淳,0.46840958605664,215,244,10004,10004040,012,1068
新竹縣關西鎮大同里,彭紹瑾,邱鏡淳,0.32366071428571,145,303,10004,10004040,014,994
新竹縣關西鎮石光里,彭紹瑾,邱鏡淳,0.49940968122786,423,424,10004,10004040,015,1090
新竹縣關西鎮東平里,彭紹瑾,邱鏡淳,0.36755646817248,179,308,10004,10004040,021,1030
新竹縣關西鎮上林里,邱鏡淳,彭紹瑾,0.68695652173913,316,144,10004,10004040,016,1079
新竹縣關西鎮新力里,邱鏡淳,彭紹瑾,0.64137931034483,186,104,10004,10004040,017,1072
新竹縣關西鎮南和里,邱鏡淳,彭紹瑾,0.50652173913043,233,227,10004,10004040,018,1083
新竹縣湖口鄉和興村,彭紹瑾,邱鏡淳,0.44659498207885,623,772,10004,10004050,007,1172
新竹縣湖口鄉東興村,邱鏡淳,彭紹瑾,0.56835443037975,898,682,10004,10004050,019,1168
新竹縣湖口鄉德盛村,邱鏡淳,彭紹瑾,0.51206030150754,1019,971,10004,10004050,006,1165
新竹縣湖口鄉愛勢村,邱鏡淳,彭紹瑾,0.56436170212766,1061,819,10004,10004050,003,1162
新竹縣湖口鄉仁勢村,邱鏡淳,彭紹瑾,0.62068965517241,288,176,10004,10004050,002,1153
新竹縣湖口鄉孝勢村,邱鏡淳,彭紹瑾,0.58928571428571,396,276,10004,10004050,001,1152
新竹縣湖口鄉中勢村,邱鏡淳,彭紹瑾,0.54263565891473,630,531,10004,10004050,005,1155
新竹縣湖口鄉中正村,邱鏡淳,彭紹瑾,0.56672597864769,637,487,10004,10004050,018,1151
新竹縣湖口鄉信勢村,邱鏡淳,彭紹瑾,0.56957605985037,1142,863,10004,10004050,004,1159
新竹縣湖口鄉信義村,邱鏡淳,彭紹瑾,0.53095843935539,626,553,10004,10004050,017,1150
新竹縣湖口鄉波羅村,邱鏡淳,彭紹瑾,0.52727272727273,406,364,10004,10004050,013,1147
新竹縣湖口鄉長嶺村,邱鏡淳,彭紹瑾,0.53456591639871,665,579,10004,10004050,008,1154
新竹縣湖口鄉長安村,彭紹瑾,邱鏡淳,0.4703557312253,238,268,10004,10004050,009,1149
新竹縣湖口鄉湖口村,邱鏡淳,彭紹瑾,0.52750565184627,700,627,10004,10004050,010,1146
新竹縣湖口鄉湖鏡村,邱鏡淳,彭紹瑾,0.65641025641026,768,402,10004,10004050,011,1144
新竹縣湖口鄉湖南村,邱鏡淳,彭紹瑾,0.66425470332851,459,232,10004,10004050,012,1026
新竹縣湖口鄉中興村,邱鏡淳,彭紹瑾,0.74465179790624,1636,561,10004,10004050,016,1019
新竹縣湖口鄉鳳凰村,邱鏡淳,彭紹瑾,0.59226627508566,1210,833,10004,10004050,014,1021
新竹縣湖口鄉勝利村,邱鏡淳,彭紹瑾,0.69018181818182,949,426,10004,10004050,020,1012
新竹縣湖口鄉鳳山村,邱鏡淳,彭紹瑾,0.69770879526977,944,409,10004,10004050,015,1020
新竹縣新豐鄉福興村,邱鏡淳,彭紹瑾,0.50877192982456,232,224,10004,10004060,001,1091
新竹縣新豐鄉青埔村,邱鏡淳,彭紹瑾,0.52216748768473,318,291,10004,10004060,003,1169
新竹縣新豐鄉後湖村,彭紹瑾,邱鏡淳,0.4591280653951,337,397,10004,10004060,002,1173
新竹縣新豐鄉瑞興村,彭紹瑾,邱鏡淳,0.42203389830508,249,341,10004,10004060,005,1166
新竹縣新豐鄉坡頭村,邱鏡淳,彭紹瑾,0.53779069767442,185,159,10004,10004060,006,1170
新竹縣新豐鄉埔和村,彭紹瑾,邱鏡淳,0.43097014925373,462,610,10004,10004060,004,1171
新竹縣新豐鄉新豐村,彭紹瑾,邱鏡淳,0.43478260869565,430,559,10004,10004060,009,1167
新竹縣新豐鄉員山村,邱鏡淳,彭紹瑾,0.64627659574468,486,266,10004,10004060,010,1145
新竹縣新豐鄉忠孝村,邱鏡淳,彭紹瑾,0.65502555366269,769,405,10004,10004060,014,1024
新竹縣新豐鄉山崎村,邱鏡淳,彭紹瑾,0.60931289040318,1073,688,10004,10004060,015,1017
新竹縣新豐鄉中崙村,邱鏡淳,彭紹瑾,0.55760773966579,634,503,10004,10004060,007,1161
新竹縣新豐鄉上坑村,邱鏡淳,彭紹瑾,0.58680555555556,338,238,10004,10004060,012,1160
新竹縣新豐鄉鳳坑村,邱鏡淳,彭紹瑾,0.67196819085487,338,165,10004,10004060,013,1164
新竹縣新豐鄉重興村,邱鏡淳,彭紹瑾,0.62074643249177,1131,691,10004,10004060,008,1163
新竹縣新豐鄉崎頂村,邱鏡淳,彭紹瑾,0.59095106186519,640,443,10004,10004060,017,1148
新竹縣新豐鄉松林村,邱鏡淳,彭紹瑾,0.62885948330183,998,589,10004,10004060,011,1013
新竹縣新豐鄉松柏村,邱鏡淳,彭紹瑾,0.62938230383973,754,444,10004,10004060,016,1025
新竹縣芎林鄉華龍村,邱鏡淳,彭紹瑾,0.52995391705069,115,102,10004,10004070,002,1049
新竹縣芎林鄉五龍村,邱鏡淳,彭紹瑾,0.63917525773196,186,105,10004,10004070,001,899
新竹縣芎林鄉秀湖村,邱鏡淳,彭紹瑾,0.60960334029228,292,187,10004,10004070,003,890
新竹縣芎林鄉永興村,彭紹瑾,邱鏡淳,0.45226130653266,90,109,10004,10004070,004,1051
新竹縣芎林鄉石潭村,邱鏡淳,彭紹瑾,0.57902621722846,773,562,10004,10004070,005,1046
新竹縣芎林鄉新鳳村,彭紹瑾,邱鏡淳,0.46279949558638,367,426,10004,10004070,006,1054
新竹縣芎林鄉中坑村,邱鏡淳,彭紹瑾,0.60769230769231,158,102,10004,10004070,007,1061
新竹縣芎林鄉水坑村,彭紹瑾,邱鏡淳,0.48407643312102,152,162,10004,10004070,008,1069
新竹縣芎林鄉文林村,邱鏡淳,彭紹瑾,0.56165540540541,665,519,10004,10004070,009,1059
新竹縣芎林鄉芎林村,邱鏡淳,彭紹瑾,0.51985559566787,432,399,10004,10004070,010,1056
新竹縣芎林鄉上山村,彭紹瑾,邱鏡淳,0.49764150943396,844,852,10004,10004070,011,1074
新竹縣芎林鄉下山村,邱鏡淳,彭紹瑾,0.52592592592593,284,256,10004,10004070,012,1084
新竹縣橫山鄉橫山村,邱鏡淳,彭紹瑾,0.62286324786325,1166,706,10004,10004080,001,1070
新竹縣橫山鄉田寮村,邱鏡淳,彭紹瑾,0.51310861423221,274,260,10004,10004080,002,958
新竹縣橫山鄉南昌村,邱鏡淳,彭紹瑾,0.52830188679245,56,50,10004,10004080,003,942
新竹縣橫山鄉豐鄉村,邱鏡淳,彭紹瑾,0.68098159509202,111,52,10004,10004080,004,948
新竹縣橫山鄉豐田村,邱鏡淳,彭紹瑾,0.64622641509434,137,75,10004,10004080,005,1157
新竹縣橫山鄉內灣村,邱鏡淳,彭紹瑾,0.73846153846154,384,136,10004,10004080,006,960
新竹縣橫山鄉力行村,邱鏡淳,彭紹瑾,0.71822033898305,339,133,10004,10004080,011,967
新竹縣橫山鄉福興村,彭紹瑾,邱鏡淳,0.4375,119,153,10004,10004080,007,893
新竹縣橫山鄉沙坑村,彭紹瑾,邱鏡淳,0.43170320404722,256,337,10004,10004080,008,904
新竹縣橫山鄉新興村,邱鏡淳,彭紹瑾,0.67489270386266,629,303,10004,10004080,009,968
新竹縣橫山鄉大肚村,邱鏡淳,彭紹瑾,0.71330275229358,622,250,10004,10004080,010,930
新竹縣北埔鄉北埔村,邱鏡淳,彭紹瑾,0.51664025356577,326,305,10004,10004090,001,953
新竹縣北埔鄉南興村,邱鏡淳,彭紹瑾,0.59130434782609,408,282,10004,10004090,002,949
新竹縣北埔鄉大湖村,邱鏡淳,彭紹瑾,0.58333333333333,203,145,10004,10004090,007,956
新竹縣北埔鄉埔尾村,彭紹瑾,邱鏡淳,0.47766570605187,663,725,10004,10004090,003,907
新竹縣北埔鄉水磜村,彭紹瑾,邱鏡淳,0.37037037037037,170,289,10004,10004090,004,909
新竹縣北埔鄉南埔村,邱鏡淳,彭紹瑾,0.56768558951965,130,99,10004,10004090,005,952
新竹縣北埔鄉大林村,邱鏡淳,彭紹瑾,0.61340206185567,238,150,10004,10004090,006,951
新竹縣北埔鄉南坑村,邱鏡淳,彭紹瑾,0.51256281407035,102,97,10004,10004090,008,941
新竹縣北埔鄉外坪村,彭紹瑾,邱鏡淳,0.43103448275862,75,99,10004,10004090,009,908
新竹縣寶山鄉雙溪村,邱鏡淳,彭紹瑾,0.55987394957983,533,419,10004,10004100,001,1057
新竹縣寶山鄉雙新村,邱鏡淳,彭紹瑾,0.53093259464451,575,508,10004,10004100,010,1048
新竹縣寶山鄉大崎村,邱鏡淳,彭紹瑾,0.54711246200608,360,298,10004,10004100,002,931
新竹縣寶山鄉三峰村,邱鏡淳,彭紹瑾,0.57919621749409,245,178,10004,10004100,003,900
新竹縣寶山鄉新城村,邱鏡淳,彭紹瑾,0.61338797814208,449,283,10004,10004100,004,906
新竹縣寶山鄉寶斗村,邱鏡淳,彭紹瑾,0.53465346534653,216,188,10004,10004100,006,970
新竹縣寶山鄉深井村,邱鏡淳,彭紹瑾,0.59507829977629,266,181,10004,10004100,005,898
新竹縣寶山鄉寶山村,邱鏡淳,彭紹瑾,0.60846560846561,230,148,10004,10004100,008,903
新竹縣寶山鄉油田村,邱鏡淳,彭紹瑾,0.55979643765903,220,173,10004,10004100,009,894
新竹縣寶山鄉山湖村,邱鏡淳,彭紹瑾,0.55639097744361,148,118,10004,10004100,007,902
新竹縣峨眉鄉峨眉村,邱鏡淳,彭紹瑾,0.59777777777778,269,181,10004,10004110,001,947
新竹縣峨眉鄉中盛村,彭紹瑾,邱鏡淳,0.45575221238938,206,246,10004,10004110,002,955
新竹縣峨眉鄉石井村,彭紹瑾,邱鏡淳,0.49090909090909,162,168,10004,10004110,003,957
新竹縣峨眉鄉七星村,彭紹瑾,邱鏡淳,0.38392857142857,129,207,10004,10004110,005,943
新竹縣峨眉鄉富興村,邱鏡淳,彭紹瑾,0.67520215633423,501,241,10004,10004110,004,959
新竹縣峨眉鄉湖光村,彭紹瑾,邱鏡淳,0.43879907621247,190,243,10004,10004110,006,1156
新竹縣尖石鄉義興村,邱鏡淳,彭紹瑾,0.73972602739726,216,76,10004,10004120,001,1134
新竹縣尖石鄉嘉樂村,邱鏡淳,彭紹瑾,0.8578431372549,175,29,10004,10004120,002,896
新竹縣尖石鄉新樂村,邱鏡淳,彭紹瑾,0.86984815618221,401,60,10004,10004120,003,1047
新竹縣尖石鄉錦屏村,邱鏡淳,彭紹瑾,0.83303085299456,459,92,10004,10004120,005,954
新竹縣尖石鄉梅花村,邱鏡淳,彭紹瑾,0.83208955223881,223,45,10004,10004120,004,945
新竹縣尖石鄉玉峰村,邱鏡淳,彭紹瑾,0.7521613832853,261,86,10004,10004120,006,946
新竹縣尖石鄉秀巒村,邱鏡淳,彭紹瑾,0.76906318082789,353,106,10004,10004120,007,940
新竹縣五峰鄉大隘村,邱鏡淳,彭紹瑾,0.89130434782609,697,85,10004,10004130,001,937
新竹縣五峰鄉桃山村,邱鏡淳,彭紹瑾,0.8224043715847,602,130,10004,10004130,004,1039
新竹縣五峰鄉花園村,邱鏡淳,彭紹瑾,0.77777777777778,280,80,10004,10004130,002,939
新竹縣五峰鄉竹林村,邱鏡淳,彭紹瑾,0.85051546391753,165,29,10004,10004130,003,1158
苗栗縣苗栗市中苗里,劉政鴻,楊長鎮,0.65753424657534,432,225,10005,10005010,001,3645
苗栗縣苗栗市青苗里,劉政鴻,楊長鎮,0.63099041533546,395,231,10005,10005010,003,3648
苗栗縣苗栗市維祥里,劉政鴻,楊長鎮,0.69204819277108,1436,639,10005,10005010,007,3647
苗栗縣苗栗市維新里,劉政鴻,楊長鎮,0.69198489299203,1649,734,10005,10005010,006,3581
苗栗縣苗栗市玉清里,劉政鴻,楊長鎮,0.6688790560472,907,449,10005,10005010,004,3631
苗栗縣苗栗市玉華里,劉政鴻,楊長鎮,0.693359375,1420,628,10005,10005010,005,3637
苗栗縣苗栗市綠苗里,劉政鴻,楊長鎮,0.64456721915285,350,193,10005,10005010,008,3587
苗栗縣苗栗市高苗里,劉政鴻,楊長鎮,0.68198992443325,1083,505,10005,10005010,009,3586
苗栗縣苗栗市新苗里,劉政鴻,楊長鎮,0.59531772575251,356,242,10005,10005010,012,3588
苗栗縣苗栗市玉苗里,劉政鴻,楊長鎮,0.61622464898596,395,246,10005,10005010,010,3650
苗栗縣苗栗市大同里,劉政鴻,楊長鎮,0.71618037135279,270,107,10005,10005010,011,3651
苗栗縣苗栗市恭敬里,劉政鴻,楊長鎮,0.58730158730159,444,312,10005,10005010,014,3761
苗栗縣苗栗市水源里,劉政鴻,楊長鎮,0.67076923076923,872,428,10005,10005010,023,3764
苗栗縣苗栗市勝利里,劉政鴻,楊長鎮,0.69385964912281,1582,698,10005,10005010,013,3589
苗栗縣苗栗市清華里,劉政鴻,楊長鎮,0.67489270386266,1258,606,10005,10005010,017,3629
苗栗縣苗栗市上苗里,劉政鴻,楊長鎮,0.63392857142857,639,369,10005,10005010,015,3636
苗栗縣苗栗市北苗里,劉政鴻,楊長鎮,0.68736462093863,1904,866,10005,10005010,016,3626
苗栗縣苗栗市嘉盛里,劉政鴻,楊長鎮,0.65463917525773,1397,737,10005,10005010,018,3619
苗栗縣苗栗市嘉新里,劉政鴻,楊長鎮,0.70098576122673,1280,546,10005,10005010,026,3617
苗栗縣苗栗市福星里,劉政鴻,楊長鎮,0.68411470186618,1503,694,10005,10005010,019,3618
苗栗縣苗栗市福安里,劉政鴻,楊長鎮,0.69209197980931,1234,549,10005,10005010,025,3615
苗栗縣苗栗市建功里,劉政鴻,楊長鎮,0.71167557932264,1597,647,10005,10005010,002,3641
苗栗縣苗栗市福麗里,劉政鴻,楊長鎮,0.6945622830698,1801,792,10005,10005010,022,3633
苗栗縣苗栗市文山里,劉政鴻,楊長鎮,0.7019796682718,1312,557,10005,10005010,021,3627
苗栗縣苗栗市文聖里,劉政鴻,楊長鎮,0.67960602549247,1173,553,10005,10005010,028,3614
苗栗縣苗栗市新川里,劉政鴻,楊長鎮,0.64525139664804,462,254,10005,10005010,020,3616
苗栗縣苗栗市新英里,劉政鴻,楊長鎮,0.67573449401523,621,298,10005,10005010,024,3642
苗栗縣苗栗市南勢里,劉政鴻,楊長鎮,0.66259398496241,705,359,10005,10005010,027,3765
苗栗縣公館鄉館中村,劉政鴻,楊長鎮,0.61410018552876,662,416,10005,10005090,001,7730
苗栗縣公館鄉館東村,劉政鴻,楊長鎮,0.64717348927875,996,543,10005,10005090,002,3785
苗栗縣公館鄉館南村,劉政鴻,楊長鎮,0.66097438473129,1316,675,10005,10005090,003,3783
苗栗縣公館鄉中義村,劉政鴻,楊長鎮,0.64922206506365,918,496,10005,10005090,005,6994
苗栗縣公館鄉玉泉村,劉政鴻,楊長鎮,0.64024390243902,840,472,10005,10005090,006,3777
苗栗縣公館鄉大坑村,劉政鴻,楊長鎮,0.63734567901235,413,235,10005,10005090,004,3779
苗栗縣公館鄉福基村,劉政鴻,楊長鎮,0.71428571428571,515,206,10005,10005090,008,3805
苗栗縣公館鄉福德村,劉政鴻,楊長鎮,0.64,176,99,10005,10005090,011,3797
苗栗縣公館鄉福星村,劉政鴻,楊長鎮,0.67166666666667,806,394,10005,10005090,009,3796
苗栗縣公館鄉石墻村,劉政鴻,楊長鎮,0.66899302093719,671,332,10005,10005090,007,3791
苗栗縣公館鄉開礦村,劉政鴻,楊長鎮,0.6695652173913,154,76,10005,10005090,010,3810
苗栗縣公館鄉五穀村,劉政鴻,楊長鎮,0.61141516810008,782,497,,,,
苗栗縣公館鄉玉榖村,劉政鴻,楊長鎮,0.61831153388823,520,321,,,,
苗栗縣公館鄉鶴岡村,劉政鴻,楊長鎮,0.67195767195767,635,310,10005,10005090,014,3766
苗栗縣公館鄉鶴山村,劉政鴻,楊長鎮,0.65060240963855,594,319,10005,10005090,015,3950
苗栗縣公館鄉尖山村,劉政鴻,楊長鎮,0.67009249743063,652,321,10005,10005090,017,3646
苗栗縣公館鄉仁安村,劉政鴻,楊長鎮,0.61937716262976,537,330,10005,10005090,016,3584
苗栗縣公館鄉南河村,劉政鴻,楊長鎮,0.76582278481013,121,37,10005,10005090,018,3770
苗栗縣公館鄉北河村,劉政鴻,楊長鎮,0.67226890756303,160,78,10005,10005090,019,3582
苗栗縣頭屋鄉頭屋村,劉政鴻,楊長鎮,0.70005824111823,1202,515,10005,10005120,001,3622
苗栗縣頭屋鄉獅潭村,劉政鴻,楊長鎮,0.71683673469388,843,333,10005,10005120,004,3611
苗栗縣頭屋鄉北坑村,劉政鴻,楊長鎮,0.66283524904215,346,176,10005,10005120,003,3952
苗栗縣頭屋鄉曲洞村,劉政鴻,楊長鎮,0.62874251497006,420,248,10005,10005120,005,3632
苗栗縣頭屋鄉飛鳳村,劉政鴻,楊長鎮,0.61672473867596,177,110,10005,10005120,006,3640
苗栗縣頭屋鄉象山村,劉政鴻,楊長鎮,0.67549167927383,893,429,10005,10005120,002,3620
苗栗縣頭屋鄉明德村,劉政鴻,楊長鎮,0.73643410852713,570,204,10005,10005120,007,3585
苗栗縣頭屋鄉鳴鳳村,劉政鴻,楊長鎮,0.68014705882353,185,87,10005,10005120,008,3621
苗栗縣銅鑼鄉銅鑼村,劉政鴻,楊長鎮,0.7125283263192,2201,888,10005,10005100,002,3795
苗栗縣銅鑼鄉樟樹村,劉政鴻,楊長鎮,0.73809523809524,744,264,10005,10005100,004,7801
苗栗縣銅鑼鄉九湖村,劉政鴻,楊長鎮,0.71609195402299,623,247,10005,10005100,005,3802
苗栗縣銅鑼鄉朝陽村,劉政鴻,楊長鎮,0.69761709120789,849,368,10005,10005100,003,3769
苗栗縣銅鑼鄉竹森村,劉政鴻,楊長鎮,0.76802096985583,586,177,10005,10005100,006,6717
苗栗縣銅鑼鄉福興村,劉政鴻,楊長鎮,0.80819912152269,552,131,10005,10005100,001,3787
苗栗縣銅鑼鄉中平村,劉政鴻,楊長鎮,0.6142005958292,1237,777,10005,10005100,007,3634
苗栗縣銅鑼鄉興隆村,劉政鴻,楊長鎮,0.65384615384615,306,162,10005,10005100,008,3808
苗栗縣銅鑼鄉盛隆村,劉政鴻,楊長鎮,0.67692307692308,220,105,10005,10005100,009,3819
苗栗縣銅鑼鄉新隆村,劉政鴻,楊長鎮,0.67264573991031,300,146,10005,10005100,010,3674
苗栗縣三義鄉廣盛村,劉政鴻,楊長鎮,0.70840308001339,2116,871,10005,10005130,001,3686
苗栗縣三義鄉勝興村,劉政鴻,楊長鎮,0.72495682210708,1679,637,10005,10005130,004,3689
苗栗縣三義鄉雙湖村,劉政鴻,楊長鎮,0.70642201834862,924,384,10005,10005130,002,3825
苗栗縣三義鄉雙潭村,劉政鴻,楊長鎮,0.70747663551402,757,313,10005,10005130,003,3685
苗栗縣三義鄉西湖村,劉政鴻,楊長鎮,0.78937728937729,862,230,10005,10005130,005,3936
苗栗縣三義鄉龍騰村,劉政鴻,楊長鎮,0.78197674418605,269,75,10005,10005130,006,3873
苗栗縣三義鄉鯉魚潭村,劉政鴻,楊長鎮,0.63409337676439,584,337,10005,10005130,007,3701
苗栗縣西湖鄉高埔村,劉政鴻,楊長鎮,0.72985781990521,308,114,10005,10005140,001,3775
苗栗縣西湖鄉下埔村,劉政鴻,楊長鎮,0.72811059907834,316,118,10005,10005140,002,3772
苗栗縣西湖鄉五湖村,劉政鴻,楊長鎮,0.72195892575039,457,176,10005,10005140,003,3768
苗栗縣西湖鄉四湖村,劉政鴻,楊長鎮,0.784140969163,356,98,10005,10005140,004,3763
苗栗縣西湖鄉三湖村,劉政鴻,楊長鎮,0.73521126760563,522,188,10005,10005140,007,3644
苗栗縣西湖鄉龍洞村,劉政鴻,楊長鎮,0.72254335260116,250,96,10005,10005140,006,3649
苗栗縣西湖鄉金獅村,劉政鴻,楊長鎮,0.7425,297,103,10005,10005140,005,3639
苗栗縣西湖鄉湖東村,劉政鴻,楊長鎮,0.7558282208589,616,199,10005,10005140,008,3623
苗栗縣西湖鄉二湖村,劉政鴻,楊長鎮,0.73346693386774,366,133,10005,10005140,009,3625
苗栗縣通霄鎮通東里,劉政鴻,楊長鎮,0.5451174289246,441,368,10005,10005030,001,3792
苗栗縣通霄鎮通西里,劉政鴻,楊長鎮,0.59205776173285,820,565,10005,10005030,002,3789
苗栗縣通霄鎮平元里,劉政鴻,楊長鎮,0.5639771801141,692,535,10005,10005030,003,3793
苗栗縣通霄鎮平安里,劉政鴻,楊長鎮,0.6369582992641,779,444,10005,10005030,024,3786
苗栗縣通霄鎮圳頭里,劉政鴻,楊長鎮,0.64970645792564,332,179,10005,10005030,005,3794
苗栗縣通霄鎮梅南里,劉政鴻,楊長鎮,0.65869980879541,689,357,10005,10005030,004,3803
苗栗縣通霄鎮通南里,劉政鴻,楊長鎮,0.628343767786,1104,653,10005,10005030,006,3800
苗栗縣通霄鎮內湖里,劉政鴻,楊長鎮,0.65556458164094,807,424,10005,10005030,014,3782
苗栗縣通霄鎮楓樹里,劉政鴻,楊長鎮,0.70059880239521,234,100,10005,10005030,015,3788
苗栗縣通霄鎮烏眉里,劉政鴻,楊長鎮,0.7774343122102,503,144,10005,10005030,016,3776
苗栗縣通霄鎮福龍里,劉政鴻,楊長鎮,0.75438596491228,215,70,10005,10005030,017,4392
